sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
6611,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12519,59, ,B2,172-25 128TH   AVENUE, ,11434,2,0,2,3234,2176,2002,1,B2,530000.00,2017-01-17,2017-01,243.57
6612,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12523,77, ,B2,174-45 128TH AVENUE, ,11434,2,0,2,3486,1760,1925,1,B2,530000.00,2016-09-30,2016-09,301.14
6613,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12524,27, ,B2,174-17 129TH AVENUE, ,11434,2,0,2,2628,2000,2006,1,B2,695000.00,2017-04-18,2017-04,347.50
6614,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12529,383, ,B2,133-42 GARRETT STREET, ,11434,2,0,2,4614,2544,1992,1,B2,670000.00,2016-10-21,2016-10,263.36
6615,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12537,70, ,B2,130-20 177TH   STREET, ,11434,2,0,2,4000,2016,1955,1,B2,588750.00,2016-12-15,2016-12,292.04
6616,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12538,130, ,S2,177-42 129TH AVENUE, ,11434,2,1,3,7597,2858,1998,1,S2,585000.00,2016-12-07,2016-12,204.69
6617,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12541,62, ,B1,179-02 130TH AVENUE, ,11434,2,0,2,3900,1968,1940,1,B1,589000.00,2017-01-31,2017-01,299.29
6618,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12549,10, ,B3,134-10 FARMERS BOULEVARD, ,11434,2,0,2,4816,2732,1945,1,B3,746476.00,2017-03-17,2017-03,273.23
6619,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12569,44, ,B3,174-13 137TH   AVENUE, ,11434,2,0,2,3328,1422,1920,1,B3,535000.00,2016-09-28,2016-09,376.23
6620,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12569,64, ,B3,134-36 175TH   STREET, ,11434,2,0,2,3200,2226,1920,1,B3,593250.00,2017-06-05,2017-06,266.51
6621,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12577,13, ,B3,137-39 171ST   STREET, ,11434,2,0,2,6000,2056,1950,1,B3,750000.00,2017-05-08,2017-05,364.79
6622,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12583,1, ,B3,175-03 140TH AVENUE, ,11434,2,0,2,3774,960,1920,1,B3,690000.00,2017-02-28,2017-02,718.75
6623,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12583,8, ,B2,175-06 139TH   ROAD, ,11434,2,0,2,3870,2250,2002,1,B2,561600.00,2017-04-28,2017-04,249.60
6624,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12584,22, ,B2,166-06 140TH AVENUE, ,11434,2,0,2,3010,1984,2007,1,B2,650000.00,2017-03-30,2017-03,327.62
6625,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12585,66, ,B3,167-08 142ND AVE, ,11434,2,0,2,3967,1320,1959,1,B3,770000.00,2016-12-16,2016-12,583.33
6626,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12590,13, ,B3,140-43 172ND STREET, ,11434,2,0,2,2923,1660,1930,1,B3,543827.00,2017-01-11,2017-01,327.61
6627,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12592,42, ,B2,174-34 140TH AVENUE, ,11434,2,0,2,2055,2460,2006,1,B2,690000.00,2017-01-18,2017-01,280.49
6628,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12664,3, ,B3,12009 FARMERS BLVD, ,11412,2,0,2,5600,1668,1930,1,B3,640000.00,2017-03-29,2017-03,383.69
6629,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12683,6, ,B3,197-16 120TH AVE, ,11412,2,0,2,3250,1468,1940,1,B3,599000.00,2016-10-19,2016-10,408.04
6630,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12686,7, ,B1,198-18 120TH   AVENUE, ,11412,2,0,2,6825,949,1950,1,B1,515000.00,2016-10-14,2016-10,542.68
6631,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12690,37, ,B2,120-51 200TH   STREET, ,11412,2,0,2,3552,2250,1964,1,B2,640700.00,2017-01-24,2017-01,284.76
6632,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12691,39, ,B1,120-21 201ST   STREET, ,11412,2,0,2,4000,949,1955,1,B1,509000.00,2017-01-23,2017-01,536.35
6633,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12701,43, ,B1,122-28 NELLIS STREET, ,11413,2,0,2,1125,2240,1930,1,B1,520000.00,2017-03-03,2017-03,232.14
6634,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12701,44, ,B3,122-26 NELLIS STREET, ,11413,2,0,2,1000,2068,1930,1,B3,550000.00,2016-12-22,2016-12,265.96
6635,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12715,27, ,B2,123-12 BENTON STREET, ,11413,2,0,2,4000,1987,1920,1,B2,675000.00,2017-07-20,2017-07,339.71
6636,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,12723,65, ,B2,187-02 RIDGEDALE STREET, ,11413,2,0,2,2288,1530,1960,1,B2,545000.00,2016-12-06,2016-12,356.21
6637,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13029,61, ,B1,186-23 140TH   AVENUE, ,11413,2,0,2,5869,2584,2005,1,B1,650000.00,2017-01-12,2017-01,251.55
6638,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13039,12, ,B3,140-16 182 STREET, ,11413,2,0,2,4000,2358,1925,1,B3,760000.00,2016-09-29,2016-09,322.31
6639,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13044,45, ,B2,186-24 CHARLES COURT, ,11413,2,0,2,1956,1444,2004,1,B2,640000.00,2017-04-28,2017-04,443.21
6640,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13044,78, ,B2,140-18 CHARLES LANE, ,11413,2,0,2,3712,2496,2005,1,B2,625000.00,2017-01-31,2017-01,250.40
6641,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13048,13, ,B2,141-19 FARMERS BOULEVARD, ,11434,2,0,2,4500,2100,1960,1,B2,541000.00,2017-02-13,2017-02,257.62
6642,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13052,15, ,B2,141-45 182ND STREET, ,11413,2,0,2,3109,1860,1997,1,B2,643500.00,2016-09-06,2016-09,345.97
6643,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13055,65, ,B3,141-30 185TH   STREET, ,11413,2,0,2,3800,2256,1930,1,B3,611800.00,2017-03-19,2017-03,271.19
6644,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13080,37, ,B3,143-20 185TH STREET, ,11413,2,0,2,4000,1602,1940,1,B3,750000.00,2017-01-27,2017-01,468.16
6645,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13090,87, ,B2,179-28 144TH ROAD, ,11434,2,0,2,4000,2350,1987,1,B2,635000.00,2017-01-31,2017-01,270.21
6646,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13091,26, ,B3,14420 181ST PLACE, ,11413,2,0,2,4000,1440,1925,1,B3,520000.00,2017-02-01,2017-02,361.11
6647,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13092,4, ,B2,144-19 181ST   PLACE, ,11413,2,0,2,4000,2016,1950,1,B2,603000.00,2017-03-22,2017-03,299.11
6648,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13273,5, ,B2,167-11 144TH   DRIVE, ,11434,2,0,2,4000,2016,1940,1,B2,669000.00,2016-09-26,2016-09,331.85
6649,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13273,19, ,B2,144-33 167TH   STREET, ,11434,2,0,2,4000,900,1931,1,B2,730000.00,2016-11-22,2016-11,811.11
6650,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13283,120, ,B1,168-20 144TH   DRIVE, ,11434,2,0,2,2926,2082,2005,1,B1,603750.00,2017-01-30,2017-01,289.99
6651,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13288,20, ,B3,144-78 177 STREET, ,11434,2,0,2,5000,1152,1925,1,B3,660000.00,2017-01-04,2017-01,572.92
6652,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13288,41, ,B2,144-75 176TH   STREET, ,11434,2,0,2,3800,2070,1993,1,B2,590000.00,2017-05-05,2017-05,285.02
6653,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13292,93, ,B3,14461 177TH PLACE, ,11434,2,0,2,4000,1555,1945,1,B3,620000.00,2017-03-02,2017-03,398.71
6654,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13304,33, ,B1,176-18 145 DRIVE, ,11434,2,0,2,4000,2400,2011,1,B1,760000.00,2017-01-13,2017-01,316.67
6655,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13305,28, ,B2,175-11 147TH   AVENUE, ,11434,2,0,2,2272,2100,2006,1,B2,540000.00,2017-03-07,2017-03,257.14
6656,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13308,22, ,B2,145-65 177TH STREET, ,11434,2,0,2,4000,1640,1938,1,B2,570000.00,2017-03-23,2017-03,347.56
6657,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13312,83, ,B3,177-11 145TH ROAD, ,11434,2,0,2,4950,1128,1925,1,B3,790000.00,2017-07-21,2017-07,700.35
6658,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13312,127, ,B2,177-46 MEADOW RD, ,11434,2,0,2,3087,2208,1999,1,B2,612250.00,2016-09-08,2016-09,277.29
6659,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13312,140, ,B2,17765 MEADOW ROAD, ,11434,2,0,2,3791,2208,1999,1,B2,612000.00,2017-01-04,2017-01,277.17
6660,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13324,78, ,B2,144-40 183RD STREET, ,11413,2,0,2,2768,2142,1960,1,B2,570000.00,2016-10-07,2016-10,266.11
6661,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13330,42, ,B2,184-10 145TH   AVENUE, ,11413,2,0,2,3900,2042,1985,1,B2,690000.00,2017-06-30,2017-06,337.90
6662,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13342,28, ,B3,145-105 178TH   PLACE, ,11434,2,0,2,2700,2304,1925,1,B3,569839.00,2017-04-07,2017-04,247.33
6663,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13344,23, ,B2,180-09 146TH   AVENUE, ,11434,2,0,2,2500,1812,2005,1,B2,690000.00,2017-08-23,2017-08,380.79
6664,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13354,6, ,B2,178-21 147TH AVE, ,11434,2,0,2,4906,2400,2016,1,B2,750000.00,2017-03-27,2017-03,312.50
6665,4,Queens,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13354,8, ,B2,178-19 147TH AVE, ,11434,2,0,2,4627,2400,2016,1,B2,715000.00,2017-03-15,2017-03,297.92
6666,4,Queens,SPRINGFIELD GARDENS,03 THREE FAMILY DWELLINGS                  ,1,12265,10, ,C0,157-24 BAISLEY BOULEVARD, ,11434,3,0,3,3741,1970,1925,1,C0,620000.00,2016-10-05,2016-10,314.72
6667,4,Queens,SPRINGFIELD GARDENS,29 COMMERCIAL GARAGES                      ,4,12458,27, ,G2,121-66 FARMERS BLVD, ,11413,0,1,1,7850,2470,1960,4,G2,725000.00,2017-06-29,2017-06,293.52
6668,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10282,124, ,A1,111-12 173 STREET, ,11433,1,0,1,2800,1216,1920,1,A1,579000.00,2017-08-01,2017-08,476.15
6669,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10288,28, ,A1,173-31 113TH AVENUE, ,11433,1,0,1,4000,1491,1935,1,A1,599000.00,2016-10-27,2016-10,401.74
6670,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10291,10, ,A2,112-24 175TH   PLACE, ,11433,1,0,1,4818,1837,1965,1,A2,557500.00,2017-07-27,2017-07,303.48
6671,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10291,23, ,A1,112-54 175 PLACE, ,11433,1,0,1,6000,1764,1925,1,A1,550000.00,2016-12-05,2016-12,311.79
6672,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10294,6, ,A0,177-12 SAYRES AVENUE, ,11433,1,0,1,5000,1016,1955,1,A0,595000.00,2016-09-08,2016-09,585.63
6673,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10301,9, ,A1,112-41 178TH   STREET, ,11433,1,0,1,4000,1504,1935,1,A1,598000.00,2016-12-22,2016-12,397.61
6674,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10303,21, ,A1,11207 179 STREET, ,11433,1,0,1,4000,1994,2015,1,A1,675000.00,2016-12-20,2016-12,338.52
6675,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10303,60, ,A2,179-07 114TH   AVENUE, ,11433,1,0,1,5000,1688,1930,1,A2,552000.00,2016-11-30,2016-11,327.01
6676,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10304,69, ,A1,112-21 180TH   STREET, ,11433,1,0,1,4000,1242,1940,1,A1,500000.00,2017-01-27,2017-01,402.58
6677,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10305,120, ,A1,175-12 MURDOCK AVENUE, ,11434,1,0,1,6317,1723,1930,1,A1,723000.00,2016-11-08,2016-11,419.62
6678,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10306,27, ,A1,175-41 LINDEN BOULEVARD, ,11434,1,0,1,7271,2310,1930,1,A1,740000.00,2017-02-16,2017-02,320.35
6679,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10404,16, ,A1,188-24 MURDOCK AVENUE, ,11412,1,0,1,4221,1650,1935,1,A1,587000.00,2017-05-15,2017-05,355.76
6680,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10409,19, ,A1,185-25 JORDAN AVENUE, ,11412,1,0,1,4000,1652,1920,1,A1,558259.00,2016-10-14,2016-10,337.93
6681,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10416,41, ,A2,186-15 ILION AVENUE, ,11412,1,0,1,4650,1198,1930,1,A2,570000.00,2017-05-31,2017-05,475.79
6682,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10426,13, ,A2,187-28 JORDAN AVENUE, ,11412,1,0,1,4207,1129,1945,1,A2,565000.00,2017-07-14,2017-07,500.44
6683,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10429,299, ,A1,189-32 LEWISTON AVENUE, ,11412,1,0,1,6000,2430,1925,1,A1,695000.00,2017-01-11,2017-01,286.01
6684,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10433,16, ,A9,187-15 HILBURN AVENUE, ,11412,1,0,1,6000,1404,1920,1,A9,599999.00,2017-06-23,2017-06,427.35
6685,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10439,41, ,A1,189-09 KEESEVILLE AVENUE, ,11412,1,0,1,3000,1300,1930,1,A1,506000.00,2017-08-22,2017-08,389.23
6686,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10933,55, ,A1,109-35 196TH STREET, ,11412,1,0,1,6000,2384,1920,1,A1,560000.00,2016-12-22,2016-12,234.90
6687,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10935,56, ,A1,110-07 195TH STREET, ,11412,1,0,1,4217,1132,1920,1,A1,537500.00,2017-06-09,2017-06,474.82
6688,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10938,46, ,A1,110-28 199TH   STREET, ,11412,1,0,1,3000,1773,1930,1,A1,520000.00,2017-02-08,2017-02,293.29
6689,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10940,128, ,A1,10996 201 STREET, ,11412,1,0,1,4000,1916,1930,1,A1,555000.00,2017-03-02,2017-03,289.67
6690,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10955,17, ,A1,111-26 198TH   STREET, ,11412,1,0,1,4000,2142,1925,1,A1,500000.00,2017-06-16,2017-06,233.43
6691,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10959,390, ,A1,111-15 201ST   STREET, ,11412,1,0,1,4000,1986,1920,1,A1,525000.00,2016-09-23,2016-09,264.35
6692,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10995,8, ,A1,113-06 201ST   STREET, ,11412,1,0,1,3100,1216,1925,1,A1,578288.00,2017-06-02,2017-06,475.57
6693,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,10997,44, ,A1,202-15 MURDOCK AVENUE, ,11412,1,0,1,8500,2745,1930,1,A1,675000.00,2017-07-20,2017-07,245.90
6694,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11004,99, ,A1,113-27 208TH STREET, ,11429,1,0,1,3000,1744,1935,1,A1,569900.00,2017-02-28,2017-02,326.78
6695,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11005,79, ,A1,113-26 210TH   STREET, ,11429,1,0,1,2950,1620,1920,1,A1,567000.00,2017-06-06,2017-06,350.00
6696,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11025,63, ,A2,11456 207 STREET, ,11411,1,0,1,4100,1538,1945,1,A2,569000.00,2016-12-02,2016-12,369.96
6697,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11032,16, ,A1,191-22 115TH AVENUE, ,11412,1,0,1,3000,1632,1925,1,A1,585000.00,2017-05-09,2017-05,358.46
6698,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11032,41, ,A1,191-55 115TH RD, ,11412,1,0,1,3000,1600,1925,1,A1,545000.00,2017-02-03,2017-02,340.63
6699,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11035,53, ,A1,194-23 115TH   DRIVE, ,11412,1,0,1,4000,1494,1925,1,A1,575000.00,2017-03-29,2017-03,384.87
6700,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11040,57, ,A1,115-34 200TH STREET, ,11412,1,0,1,3000,1274,1920,1,A1,510000.00,2017-07-28,2017-07,400.31
6701,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11041,34, ,A1,115-11 200TH   STREET, ,11412,1,0,1,3000,1248,1930,1,A1,510000.00,2017-03-22,2017-03,408.65
6702,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11042,110, ,A2,115-36 202ND   STREET, ,11412,1,0,1,3900,1055,1950,1,A2,565000.00,2017-06-30,2017-06,535.55
6703,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11044,81, ,A2,11511 203RD STREET, ,11412,1,0,1,4000,1290,1950,1,A2,537000.00,2017-05-18,2017-05,416.28
6704,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,11051,17, ,A2,115-39 208TH   STREET, ,11411,1,0,1,4000,1125,1945,1,A2,545000.00,2017-06-06,2017-06,484.44
6705,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12396,103, ,A1,114-32 175TH STREET, ,11434,1,0,1,4000,1764,1935,1,A1,589000.00,2017-06-30,2017-06,333.90
6706,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12405,157, ,A1,115-17 174TH   STREET, ,11434,1,0,1,4000,1764,1920,1,A1,580000.00,2017-05-18,2017-05,328.80
6707,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12606,60, ,A1,118-38 191ST   STREET, ,11412,1,0,1,4000,2197,1935,1,A1,755000.00,2017-06-02,2017-06,343.65
6708,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12608,1, ,A1,118-01 192ND STREET, ,11412,1,0,1,2500,1332,1930,1,A1,510000.00,2017-06-30,2017-06,382.88
6709,4,Queens,ST. ALBANS,01 ONE FAMILY DWELLINGS                    ,1,12646,20, ,A1,119-28 191 ST, ,11412,1,0,1,4000,1332,1930,1,A1,540000.00,2017-08-10,2017-08,405.41
6710,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10273,111, ,B3,110-26 175TH   STREET, ,11433,2,0,2,4000,975,1950,1,B3,759000.00,2016-11-08,2016-11,778.46
6711,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10275,1, ,B3,176-01 111 AVENUE, ,11433,2,0,2,4000,1324,1935,1,B3,509250.00,2016-12-30,2016-12,384.63
6712,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10275,5, ,B3,17611 111 AVENUE, ,11433,2,0,2,4000,1324,1935,1,B3,586500.00,2017-06-12,2017-06,442.98
6713,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10293,7, ,B3,176-16 SAYRES AVENUE, ,11433,2,0,2,4000,1596,1950,1,B3,770000.00,2016-12-07,2016-12,482.46
6714,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10297,61, ,B3,111-47 179TH STREET, ,11433,2,0,2,4950,1156,1950,1,B3,605000.00,2016-09-16,2016-09,523.36
6715,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10385,57, ,B2,116-12 FARMERS BLVD, ,11412,2,0,2,3107,1852,2016,1,B2,680400.00,2017-02-22,2017-02,367.39
6716,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10385,60, ,B3,11614 FARMERS BLVD, ,11412,2,0,2,3220,1549,1930,1,B3,680000.00,2017-01-27,2017-01,438.99
6717,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10390,14, ,B3,115-02 MEXICO STREET, ,11412,2,0,2,6000,2420,1925,1,B3,567000.00,2017-03-31,2017-03,234.30
6718,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10401,108, ,B3,114-51 DUNKIRK STREET, ,11412,2,0,2,4000,2184,1925,1,B3,700000.00,2016-11-22,2016-11,320.51
6719,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10414,1, ,B3,184-03 GALWAY AVENUE, ,11412,2,0,2,6000,2658,1930,1,B3,723000.00,2016-12-08,2016-12,272.01
6720,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10437,28, ,B2,188-48 ILION AVENUE, ,11412,2,0,2,2850,1920,1999,1,B2,630000.00,2017-06-20,2017-06,328.13
6721,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10933,27, ,B1,109-40 197TH   STREET, ,11412,2,0,2,4000,1892,1920,1,B1,600000.00,2017-03-08,2017-03,317.12
6722,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10941,230, ,B3,109-98 202 STREET, ,11412,2,0,2,3000,1570,1920,1,B3,640000.00,2017-07-19,2017-07,407.64
6723,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10942,140, ,B3,110-11 202ND   STREET, ,11412,2,0,2,3000,1486,1920,1,B3,510000.00,2016-10-28,2016-10,343.20
6724,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10950,92, ,B2,190-28 111TH   AVENUE, ,11412,2,0,2,4000,1944,1945,1,B2,520000.00,2017-05-15,2017-05,267.49
6725,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10957,481, ,B3,111-32 200 STREET, ,11412,2,0,2,4000,1950,1925,1,B3,500000.00,2016-09-30,2016-09,256.41
6726,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10965,236, ,B1,111-02 207TH   STREET, ,11429,2,0,2,2500,1608,1925,1,B1,550000.00,2016-12-30,2016-12,342.04
6727,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10966,203, ,B3,111-32 208 STREET, ,11429,2,0,2,2917,1500,1925,1,B3,699000.00,2017-01-03,2017-01,466.00
6728,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10968,88, ,B3,191-25 112TH ROAD, ,11412,2,0,2,3400,1792,1930,1,B3,706000.00,2017-05-30,2017-05,393.97
6729,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10984,10, ,B3,11225 207TH, ,11429,2,0,2,3000,1672,1920,1,B3,501999.00,2017-02-27,2017-02,300.24
6730,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10988,9, ,S2,113-29 FARMERS BLVD, ,11412,2,1,3,1442,2412,1920,1,S2,520000.00,2017-06-29,2017-06,215.59
6731,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,10995,11, ,B3,113-12 201ST   STREET, ,11412,2,0,2,3100,1216,1925,1,B3,715000.00,2017-07-24,2017-07,587.99
6732,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11002,212, ,B3,113-24 207TH ST, ,11429,2,0,2,3000,1828,1925,1,B3,599000.00,2016-10-28,2016-10,327.68
6733,4,Queens,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11003,142, ,B3,113-21 207TH   STREET, ,11429,2,0,2,3000,1774,1935,1,B3,675000.00,2017-08-01,2017-08,380.50
