sale_id,borough,borough_name,neighborhood,building_class_category,tax_class_at_present,block,lot,easement,building_class_at_present,address,apartment_number,zipcode,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,sale_date_yyyymm,price_per_gross_square_foot
124,2,Bronx,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,1,3353,22, ,B2,3154 DECATUR AVENUE, ,10467,2,0,2,2810,2484,1915,1,B2,591000.00,2017-02-24,2017-02,237.92
125,2,Bronx,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,1,3355,21, ,B2,3272 DECATUR AVENUE, ,10467,2,0,2,2500,2400,1915,1,B2,565000.00,2016-10-11,2016-10,235.42
126,2,Bronx,BEDFORD PARK/NORWOOD,02 TWO FAMILY DWELLINGS                    ,1,3355,85, ,B2,3308 DECATUR AVENUE, ,10467,2,0,2,2500,2532,1920,1,B2,527000.00,2016-10-11,2016-10,208.14
127,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3283,104, ,C0,363 EAST 197 STREET, ,10458,3,0,3,6102,5220,1930,1,C0,630000.00,2017-07-10,2017-07,120.69
128,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3288,28, ,C0,322 EAST 197TH STREET, ,10458,3,0,3,4060,3618,1901,1,C0,680000.00,2016-11-15,2016-11,187.95
129,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3308,90, ,C0,263 EAST 202 STREET, ,10458,3,0,3,3167,2264,1920,1,C0,800000.00,2017-08-30,2017-08,353.36
130,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3313,86, ,C0,155 EAST 206TH STREET, ,10458,3,0,3,2569,3780,1901,1,C0,500000.00,2016-11-01,2016-11,132.28
131,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3319,62, ,C0,19 MINERVA PLACE, ,10468,3,0,3,3000,2988,1899,1,C0,525000.00,2017-05-15,2017-05,175.70
132,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3322,5, ,C0,3124 JEROME AVENUE, ,10468,3,0,3,1650,2400,1930,1,C0,645000.00,2017-06-29,2017-06,268.75
133,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3322,44, ,C0,3165 VILLA AVENUE, ,10468,3,0,3,2167,2772,1930,1,C0,600000.00,2017-06-07,2017-06,216.45
134,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3322,72, ,C0,3126 JEROME AVENUE, ,10468,3,0,3,1650,2400,1930,1,C0,630000.00,2017-02-23,2017-02,262.50
135,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3332,70, ,C0,3065 DECATUR AVENUE, ,10467,3,0,3,4840,4248,1915,1,C0,700000.00,2017-01-17,2017-01,164.78
136,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3343,143, ,C0,3335 PERRY AVENUE, ,10467,3,0,3,2613,3371,1920,1,C0,680000.00,2017-07-12,2017-07,201.72
137,2,Bronx,BEDFORD PARK/NORWOOD,03 THREE FAMILY DWELLINGS                  ,1,3351,27, ,C0,3286 HULL AVENUE, ,10467,3,0,3,2500,3396,1901,1,C0,650000.00,2017-07-19,2017-07,191.40
138,2,Bronx,BEDFORD PARK/NORWOOD,14 RENTALS - 4-10 UNIT                     ,2A,3279,22, ,S3,2777 WEBSTER AVENUE, ,10458,3,1,4,2089,3450,1939,2,S3,744000.00,2017-03-16,2017-03,215.65
139,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3056,49, ,B3,2413 LORILLARD PLACE, ,10458,2,0,2,2250,2156,1910,1,B3,510000.00,2017-08-04,2017-08,236.55
140,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3056,50, ,B2,2411 LORILLARD PLACE, ,10458,2,0,2,2250,2140,1910,1,B2,590000.00,2017-05-19,2017-05,275.70
141,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3058,74, ,B2,2444 LORILLARD PLACE, ,10458,2,0,2,2437,3432,1901,1,B2,550000.00,2017-06-23,2017-06,160.26
142,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3067,36, ,S2,2482 HOFFMAN, ,10458,2,1,3,1300,2640,1901,1,S2,800000.00,2016-09-28,2016-09,303.03
143,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3088,44, ,B3,2309 CAMBRELENG AVENUE, ,10458,2,0,2,2500,2209,1925,1,B3,525000.00,2017-02-06,2017-02,237.66
144,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3103,58, ,B3,2303 CROTONA AVENUE, ,10458,2,0,2,2000,1628,1910,1,B3,540000.00,2017-01-31,2017-01,331.70
145,2,Bronx,BELMONT,02 TWO FAMILY DWELLINGS                    ,1,3105,51, ,B1,2421 CROTONA AVENUE, ,10458,2,0,2,2000,3843,1910,1,B1,700000.00,2017-08-04,2017-08,182.15
146,2,Bronx,BELMONT,03 THREE FAMILY DWELLINGS                  ,1,3057,30, ,C0,2425 BATHGATE AVENUE, ,10458,3,0,3,1491,3077,2005,1,C0,500000.00,2017-06-12,2017-06,162.50
147,2,Bronx,BELMONT,03 THREE FAMILY DWELLINGS                  ,1,3088,43, ,C0,2311 CAMBRELENG AVENUE, ,10458,3,0,3,2500,1788,1925,1,C0,625000.00,2017-01-20,2017-01,349.55
148,2,Bronx,BELMONT,03 THREE FAMILY DWELLINGS                  ,1,3090,108, ,C0,2419 BEAUMONT AVENUE, ,10458,3,0,3,1466,2209,2005,1,C0,615000.00,2017-01-27,2017-01,278.41
149,2,Bronx,BRONX PARK,02 TWO FAMILY DWELLINGS                    ,1,3357,63, ,B2,3200 WEBSTER, ,10467,2,0,2,2029,4197,1915,1,B2,560000.00,2016-11-02,2016-11,133.43
150,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4594,18, ,A1,3246 BARKER AVENUE, ,10467,1,0,1,6354,2178,1920,1,A1,527500.00,2017-08-22,2017-08,242.19
151,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4596,17, ,S1,3238 WHITE PLAINS ROAD, ,10467,1,1,2,2000,2646,1920,1,S1,637000.00,2017-06-26,2017-06,240.74
152,2,Bronx,BRONXDALE,01 ONE FAMILY DWELLINGS                    ,1,4600,1, ,S1,3300 WHITE PLAINS ROAD, ,10467,1,1,2,1453,2994,1931,1,S1,500000.00,2016-09-07,2016-09,167.00
153,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4425,22, ,B1,2438 BARKER AVENUE, ,10467,2,0,2,5000,3335,1910,1,B1,630000.00,2016-11-22,2016-11,188.91
154,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4509,53, ,B1,2729 CRUGER AVE, ,10467,2,0,2,2900,2680,1925,1,B1,645000.00,2017-04-05,2017-04,240.67
155,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4514,9, ,B1,2724 MATTHEWS AVENUE, ,10467,2,0,2,2500,2310,1920,1,B1,580000.00,2017-01-20,2017-01,251.08
156,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4514,13, ,B1,2732 MATTHEWS AVENUE, ,10467,2,0,2,2300,1998,1965,1,B1,605000.00,2017-06-20,2017-06,302.80
157,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4518,23, ,B1,2736 PAULDING AVENUE, ,10469,2,0,2,2500,2640,2005,1,B1,668800.00,2016-10-07,2016-10,253.33
158,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4520,5, ,B2,2710 LURTING AVENUE, ,10469,2,0,2,2500,1920,1925,1,B2,605000.00,2016-10-27,2016-10,315.10
159,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4520,54, ,B1,2705 LACONIA AVE, ,10469,2,0,2,2500,2018,1960,1,B1,525000.00,2017-07-14,2017-07,260.16
160,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4522,41, ,B1,2739 HERING AVENUE, ,10469,2,0,2,5000,2095,1965,1,B1,520000.00,2016-10-26,2016-10,248.21
161,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4536,17, ,B3,2728 MICKLE AVENUE, ,10469,2,0,2,2800,1054,1955,1,B3,500000.00,2017-01-04,2017-01,474.38
162,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4549,37, ,B3,2935 BARNES AVENUE, ,10467,2,0,2,3713,1992,1930,1,B3,690000.00,2016-11-04,2016-11,346.39
163,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4551,51, ,B1,2903 BRONXWOOD AVENUE, ,10469,2,0,2,1076,2061,2006,1,B1,560000.00,2017-05-31,2017-05,271.71
164,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4551,54, ,B1,2901 BRONXWOOD AVE, ,10469,2,0,2,1433,2061,2006,1,B1,550000.00,2017-03-15,2017-03,266.86
165,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4563,4, ,B1,1263 ARNOW AVENUE, ,10469,2,0,2,2000,2070,1945,1,B1,500000.00,2017-04-14,2017-04,241.55
166,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4566,53, ,B1,2951 FENTON AVENUE, ,10469,2,0,2,3325,1892,1940,1,B1,605000.00,2017-05-26,2017-05,319.77
167,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4575,31, ,B1,938 BURKE AVENUE, ,10469,2,0,2,1967,2375,1950,1,B1,635000.00,2016-12-29,2016-12,267.37
168,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4580,1, ,B1,1117 ADEE AVENUE, ,10469,2,0,2,2856,2898,2016,1,B1,745000.00,2017-07-13,2017-07,257.07
169,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4580,2, ,B1,1115 ADEE AVENUE, ,10469,2,0,2,1800,2898,2016,1,B1,742304.00,2017-07-10,2017-07,256.14
170,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4580,3, ,B1,1113 ADEE AVENUE, ,10469,2,0,2,1800,2898,2016,1,B1,735000.00,2017-07-07,2017-07,253.62
171,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4580,4, ,B1,1111 ADEE AVENUE, ,10469,2,0,2,1800,2898,2016,1,B1,748413.00,2017-08-29,2017-08,258.25
172,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4593,49, ,B3,3207 BARKER AVENUE, ,10467,2,0,2,5896,1778,1920,1,B3,500000.00,2016-12-02,2016-12,281.21
173,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4604,2, ,B2,3304 WALLACE AVENUE, ,10467,2,0,2,3438,2178,2015,1,B2,712775.00,2017-02-21,2017-02,327.26
174,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4604,46, ,B1,3234 N CHESTNUT DRIVE, ,10467,2,0,2,4000,1606,2005,1,B1,609500.00,2016-11-10,2016-11,379.51
175,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4606,7, ,B1,827 SOUTH OAK DRIVE, ,10467,2,0,2,3990,2937,1945,1,B1,590000.00,2017-05-09,2017-05,200.89
176,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4611,27, ,B1,3238 PAULDING AVENUE, ,10469,2,0,2,2500,2074,1960,1,B1,540000.00,2016-09-29,2016-09,260.37
177,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4612,1, ,B9,1069 BURKE AVE, ,10469,2,0,2,1992,1862,1955,1,B9,520000.00,2016-09-07,2016-09,279.27
178,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4612,13, ,B1,3216 HONE AVENUE, ,10469,2,0,2,2225,1752,1950,1,B1,517000.00,2017-03-28,2017-03,295.09
179,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4631,3, ,B1,769 BARTHOLDI STREET, ,10467,2,0,2,2375,2620,1920,1,B1,530000.00,2016-12-21,2016-12,202.29
180,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4634,55, ,B1,3338 BRONXWOOD AVENUE, ,10469,2,0,2,2250,2826,1940,1,B1,615000.00,2016-11-17,2016-11,217.62
181,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4635,14, ,B1,3400 BRONXWOOD AVENUE, ,10469,2,0,2,4385,1560,1945,1,B1,625000.00,2017-04-21,2017-04,400.64
182,2,Bronx,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4638,48, ,B1,3305 LURTING AVENUE, ,10469,2,0,2,1425,1672,1950,1,B1,550000.00,2017-05-08,2017-05,328.95
183,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4512,13, ,C0,2730 WALLACE AVENUE, ,10467,3,0,3,5000,3397,1925,1,C0,660000.00,2017-01-24,2017-01,194.29
184,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4512,48, ,C0,2733 BARNES AVENUE, ,10467,3,0,3,2500,3408,1925,1,C0,665000.00,2017-02-03,2017-02,195.13
185,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4532,40, ,C0,2777 FENTON AVENUE, ,10469,3,0,3,1900,2736,1940,1,C0,678000.00,2017-03-29,2017-03,247.81
186,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4544,6, ,C0,663 ADEE AVENUE, ,10467,3,0,3,2200,3340,1987,1,C0,565000.00,2017-04-18,2017-04,169.16
187,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4595,21, ,C0,3254 OLINVILLE AVENUE, ,10467,3,0,3,2000,3300,2006,1,C0,715000.00,2017-06-20,2017-06,216.67
188,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4611,25, ,C0,3234 PAULDING AVENUE, ,10469,3,0,3,5000,2946,1925,1,C0,536000.00,2017-06-06,2017-06,181.94
189,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4615,16, ,C0,3218 YATES AVENUE, ,10469,3,0,3,2784,3182,2002,1,C0,625000.00,2017-02-01,2017-02,196.42
190,2,Bronx,BRONXDALE,03 THREE FAMILY DWELLINGS                  ,1,4631,8, ,C0,759 BARTHOLDI STREET, ,10467,3,0,3,2375,3440,1910,1,C0,650000.00,2017-01-06,2017-01,188.95
191,2,Bronx,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4342,47, ,C2,681 THWAITES PLACE, ,10467,6,0,6,2250,2880,1927,2,C2,726000.00,2016-09-15,2016-09,252.08
192,2,Bronx,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4424,45, ,C3,2431 BARKER AVENUE, ,10467,4,0,4,2950,3900,1927,2,C3,650000.00,2016-10-31,2016-10,166.67
193,2,Bronx,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4572,18, ,C3,3022 BARNES AVENUE, ,10467,4,0,4,3625,3618,1931,2,C3,605000.00,2016-11-15,2016-11,167.22
194,2,Bronx,BRONXDALE,07 RENTALS - WALKUP APARTMENTS             ,2A,4598,22, ,C3,768 SOUTH OAK DRIVE, ,10467,4,0,4,2525,5400,1930,2,C3,700000.00,2016-11-30,2016-11,129.63
195,2,Bronx,BRONXDALE,22 STORE BUILDINGS                         ,4,4554,41, ,K4,2941 BOSTON ROAD, ,10469,0,2,2,3660,4232,1969,4,K4,600000.00,2017-02-22,2017-02,141.78
196,2,Bronx,BRONXDALE,32 HOSPITAL AND HEALTH FACILITIES          ,4,4609,1, ,I5,941 BURKE AVENUE, ,10469,0,1,1,5000,3675,1960,4,I5,725000.00,2016-09-15,2016-09,197.28
197,2,Bronx,CASTLE HILL/UNIONPORT,01 ONE FAMILY DWELLINGS                    ,1,3791,15, ,A5,1940 POWELL AVENUE, ,10472,1,0,1,2704,1152,1950,1,A5,510000.00,2017-04-25,2017-04,442.71
198,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3483,105, ,B2,210 HOWE AVENUE, ,10473,2,0,2,3987,1902,2001,1,B2,510000.00,2016-10-28,2016-10,268.14
199,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3486,61, ,B2,2226 NORTON AVENUE, ,10473,2,0,2,2325,1902,2000,1,B2,580000.00,2017-07-12,2017-07,304.94
200,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3487,143, ,B2,254 ZEREGA AVENUE, ,10473,2,0,2,2038,3068,2011,1,B2,725000.00,2017-07-14,2017-07,236.31
201,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3508,46, ,B1,441 TORRY AVENUE, ,10473,2,0,2,2237,2314,1965,1,B1,570000.00,2016-11-29,2016-11,246.33
202,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3510,37, ,B1,463 CASTLE HILL AVENUE, ,10473,2,0,2,2712,3316,2000,1,B1,544763.00,2017-05-19,2017-05,164.28
203,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3512,9, ,B3,416 TURNEUR AVENUE, ,10473,2,0,2,6387,1672,1950,1,B3,565000.00,2016-11-04,2016-11,337.92
204,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3512,196, ,B1,433 ZEREGA AVENUE, ,10473,2,0,2,2538,2790,2003,1,B1,645000.00,2017-08-02,2017-08,231.18
205,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3532,62, ,B2,589 OLMSTEAD AVENUE, ,10473,2,0,2,2500,2550,2005,1,B2,624000.00,2017-02-28,2017-02,244.71
206,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3575,23, ,B1,2219 CINCINNATUS AVENUE, ,10473,2,0,2,2842,2810,1960,1,B1,630000.00,2017-02-03,2017-02,224.20
207,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3575,50, ,B2,2246 SEWARD AVENUE, ,10473,2,0,2,3750,2112,1945,1,B2,689000.00,2017-07-18,2017-07,326.23
208,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3610,21, ,B2,2115 SEWARD AVENUE, ,10473,2,0,2,3893,2680,1988,1,B2,500000.00,2017-04-18,2017-04,186.57
209,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3678,7, ,B9,2012 TURNBULL AVENUE, ,10473,2,0,2,3058,1782,1950,1,B9,580000.00,2017-08-10,2017-08,325.48
210,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3680,34, ,B3,2046 STORY AVENUE, ,10473,2,0,2,7725,2728,1950,1,B3,700000.00,2017-01-31,2017-01,256.60
211,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3680,35, ,B2,2056 STORY AVENUE, ,10473,2,0,2,5150,2262,1950,1,B2,600000.00,2017-02-22,2017-02,265.25
212,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3681,42, ,B2,917 OLMSTEAD AVENUE, ,10473,2,0,2,4283,1980,1920,1,B2,700000.00,2017-02-21,2017-02,353.54
213,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3687,18, ,B3,2126 QUIMBY AVENUE, ,10473,2,0,2,2575,1780,1920,1,B3,535000.00,2017-02-02,2017-02,300.56
214,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3694,20, ,B2,2226 BRUCKNER BOULEVARD, ,10473,2,0,2,2575,2900,1920,1,B2,590000.00,2017-02-27,2017-02,203.45
215,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3698,1, ,B2,866 HAVEMEYER AVE, ,10473,2,0,2,2351,1504,2005,1,B2,515000.00,2017-06-08,2017-06,342.42
216,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3733,29, ,B9,1072 WHITEPLAINS ROAD, ,10472,2,0,2,2146,2760,1960,1,B9,550000.00,2017-07-13,2017-07,199.28
217,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3759,67, ,B2,1117 VIRGINIA AVENUE, ,10472,2,0,2,2559,2238,1920,1,B2,570000.00,2017-06-30,2017-06,254.69
218,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3768,4, ,B1,1208 WHITE PLAINS ROAD, ,10472,2,0,2,2017,2040,1930,1,B1,525000.00,2017-06-08,2017-06,257.35
219,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3792,27, ,B1,1970 GLEASON AVENUE, ,10472,2,0,2,2300,1890,1960,1,B1,527500.00,2017-04-04,2017-04,279.10
220,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3794,44, ,B1,1964 CROSS BRONX EP SR S, ,10472,2,0,2,1785,3285,1930,1,B1,539000.00,2017-01-12,2017-01,164.08
221,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3794,87, ,B1,1935 ELLIS AVE, ,10472,2,0,2,3399,2750,1940,1,B1,660000.00,2017-02-08,2017-02,240.00
222,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3801,55, ,B1,2055 HAVILAND AVENUE, ,10472,2,0,2,2060,2480,1920,1,B1,510000.00,2017-06-13,2017-06,205.65
223,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3802,68, ,B2,2035 POWELL AVENUE, ,10472,2,0,2,2575,2160,1925,1,B2,535000.00,2016-11-09,2016-11,247.69
224,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3802,73, ,B2,2027 POWELL AVE, ,10472,2,0,2,2575,2392,1925,1,B2,600000.00,2016-12-28,2016-12,250.84
225,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3806,43, ,S2,1015 CASTLE HILL AVENUE, ,10472,2,1,3,2629,5104,1905,1,S2,700000.00,2017-03-10,2017-03,137.15
226,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3808,17, ,B1,2118 WATSON AVE, ,10472,2,0,2,2549,2248,1901,1,B1,655000.00,2017-08-29,2017-08,291.37
227,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3809,68, ,B1,2133 WATSON AVENUE, ,10472,2,0,2,2549,2320,1930,1,B1,500000.00,2016-11-17,2016-11,215.52
228,2,Bronx,CASTLE HILL/UNIONPORT,02 TWO FAMILY DWELLINGS                    ,1,3815,39, ,B2,2260 CHATTERTON AVENUE, ,10472,2,0,2,4129,2112,1930,1,B2,540000.00,2017-04-03,2017-04,255.68
229,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3507,26, ,C0,452 SCREVIN AVENUE, ,10473,3,0,3,3153,3120,1965,1,C0,599000.00,2017-06-08,2017-06,191.99
230,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3611,38, ,C0,2114 VIRGIL PLACE, ,10473,3,0,3,2693,3600,1930,1,C0,585000.00,2016-11-22,2016-11,162.50
231,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3611,43, ,C0,2124 VIRGIL PLACE, ,10473,3,0,3,2588,3600,1930,1,C0,655000.00,2016-10-28,2016-10,181.94
232,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3699,33, ,C0,2350 QUIMBY AVENUE, ,10473,3,0,3,2918,2415,1915,1,C0,650000.00,2017-07-31,2017-07,269.15
233,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3787,13, ,C0,1936 CHATTERTON AVENUE, ,10472,3,0,3,2575,3219,2008,1,C0,746000.00,2016-12-21,2016-12,231.75
234,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3787,15, ,C0,1940 CHATTERTON AVENUE, ,10472,3,0,3,2575,3213,1940,1,C0,560000.00,2017-03-15,2017-03,174.29
235,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3791,21, ,C0,1956 POWELL AVENUE, ,10472,3,0,3,2575,2700,1930,1,C0,655000.00,2017-04-07,2017-04,242.59
236,2,Bronx,CASTLE HILL/UNIONPORT,03 THREE FAMILY DWELLINGS                  ,1,3808,25, ,C0,2136 WATSON AVENUE, ,10472,3,0,3,2549,2710,1930,1,C0,600000.00,2017-02-16,2017-02,221.40
237,2,Bronx,CASTLE HILL/UNIONPORT,07 RENTALS - WALKUP APARTMENTS             ,2A,3687,76, ,C3,2111-2113 STORY AVENUE, ,10473,4,0,4,3425,1800,1931,2,C3,530000.00,2017-04-06,2017-04,294.44
238,2,Bronx,CASTLE HILL/UNIONPORT,07 RENTALS - WALKUP APARTMENTS             ,2A,3759,19, ,C3,1134 WHITE PLAINS ROAD, ,10472,4,0,4,2758,3321,1926,2,C3,770000.00,2017-05-09,2017-05,231.86
239,2,Bronx,CASTLE HILL/UNIONPORT,07 RENTALS - WALKUP APARTMENTS             ,2A,3806,31, ,C3,2142 CHATTERTON AVENUE, ,10472,4,0,4,2609,3403,1927,2,C3,650000.00,2016-09-07,2016-09,191.01
240,2,Bronx,CASTLE HILL/UNIONPORT,07 RENTALS - WALKUP APARTMENTS             ,2A,3807,65, ,C3,2143 CHATTERTON AVENUE, ,10472,4,0,4,2575,3403,1927,2,C3,525000.00,2016-11-03,2016-11,154.28
241,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,5625,183, ,A2,61 BUCKLEY STREET, ,10464,1,0,1,5310,1651,1935,1,A2,650000.00,2017-02-22,2017-02,393.70
242,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,5626,156, ,A1,89 REYNOLD STREET, ,10464,1,0,1,4750,1578,1925,1,A1,512000.00,2016-11-29,2016-11,324.46
243,2,Bronx,CITY ISLAND,01 ONE FAMILY DWELLINGS                    ,1,5626,176, ,A2,7 REYNOLDS STREET, ,10464,1,0,1,4750,748,1925,1,A2,554000.00,2017-06-27,2017-06,740.64
